#PPL;Cedula;Nombres;Edad(Anios);Pena(anios);Fecha(Ingreso)(d/m/a);Fecha(Salida)(d/m/a);Anios Restantes (pena);Pabellon;Celda;Clasificacion;Visitas semanales(Horas);Delito
PPL 419;6566788249;Mario Julian Paredes Morales;50;25;01/02/2018;01/02/2043;19;3(C);C69;Medio;2;Hurto
PPL 420;1951816230;Michael Paulo Paredes Ramirez;61;48;02/08/1982;02/08/2030;6;3(C);C70;Medio;2;Fraude
PPL 421;4341466141;Roberto Antonio Cuenca Espinosa;52;32;24/07/1994;24/07/2026;2;3(C);C71;Medio;2;Hurto
PPL 422;9165264375;Roberto Cesar Cuenca Gomez;36;23;20/12/2007;20/12/2030;6;3(C);C72;Medio;2;Hurto
PPL 423;9069018393;Carlos Adrian Cuenca Reyes;45;27;13/11/2003;13/11/2030;6;3(C);C73;Medio;2;Evacion
PPL 424;9929978510;Mario Adrian Cevallos Hidalgo;44;30;01/02/1999;01/02/2029;5;3(C);C74;Medio;2;Fraude
PPL 425;6329990460;Michael Paulo Perero Reyes;53;38;02/11/1990;02/11/2028;4;3(C);C75;Medio;2;Hurto
PPL 426;1525596327;Gonzalo Cesar Paredes Hidalgo;46;31;24/10/1997;24/10/2028;4;3(C);C76;Medio;2;Hurto
PPL 427;6663666291;Roberto Paulo Paredes Morales;61;42;16/07/1984;16/07/2026;2;3(C);C77;Medio;2;Evacion
PPL 428;3390990418;Victor Diego Romero Roman;37;22;15/06/2023;15/06/2045;21;3(C);C78;Medio;2;Fraude
PPL 429;8667169650;Roberto Paulo Cuenca Sanchez;40;23;12/07/2004;12/07/2027;3;3(C);C79;Medio;2;Evacion
PPL 430;6190920892;Michael Pablo Romero Morales;64;46;28/05/1981;28/05/2027;3;3(C);C80;Medio;2;Evacion
PPL 431;1303456034;Roberto Antonio Gonzales Ramirez;60;47;16/05/1983;16/05/2030;6;3(C);C81;Medio;2;Hurto
PPL 432;9040473144;Victor Antonio Perero Ramirez;59;41;24/04/1986;24/04/2027;3;3(C);C82;Medio;2;Fraude
PPL 433;4989598300;Gonzalo Antonio Torres Espinosa;38;9;31/05/2021;31/05/2030;6;3(C);C83;Medio;2;Evacion
PPL 434;2602935419;Victor Antonio Romero Sanchez;30;13;09/08/2014;09/08/2027;3;3(C);C84;Medio;2;Evacion
PPL 435;6770878764;Carlos Diego Guerrero Sanchez;53;37;26/05/1992;26/05/2029;5;3(C);C85;Medio;2;Evacion
PPL 436;4162021267;Mario Pablo Cuenca Reyes;35;19;02/09/2008;02/09/2027;3;3(C);C86;Medio;2;Hurto
PPL 437;8861516034;Michael Pablo Cuenca Ramirez;34;2;21/05/2023;21/05/2025;1;3(C);C87;Medio;2;Fraude
PPL 438;2753577530;Pedro Sergio Garcia Sanchez;30;14;13/07/2017;13/07/2031;7;3(C);C88;Medio;2;Hurto
PPL 439;2586863984;Roberto Adrian Torres Morales;57;44;27/11/1986;27/11/2030;6;3(C);C89;Medio;2;Fraude
PPL 440;9240137717;Mario Sergio Torres Roman;40;26;31/04/2003;31/04/2029;5;3(C);C90;Medio;2;Evacion
PPL 441;6000461890;Mario Sergio Guerrero Gomez;53;35;10/05/1993;10/05/2028;4;4(D);D1;Bajo;4;Amenazas
PPL 442;3332738519;Fabian Pablo Cevallos Gomez;54;35;24/03/1991;24/03/2026;2;4(D);D2;Bajo;4;Otros
PPL 443;2643746234;Mario Antonio Paredes Sanchez;50;32;04/02/1995;04/02/2027;3;4(D);D3;Bajo;4;Amenazas
PPL 444;3786117850;Gonzalo Antonio Gonzales Hidalgo;48;30;02/08/1998;02/08/2028;4;4(D);D4;Bajo;4;Estafa
PPL 445;6531039960;Michael Diego Paredes Ramirez;55;40;09/01/1988;09/01/2028;4;4(D);D5;Bajo;4;Estafa
PPL 446;2331213850;Victor Cesar Cuenca Reyes;53;38;03/09/1990;03/09/2028;4;4(D);D6;Bajo;4;Amenazas
PPL 447;4754675831;Michael Pablo Cevallos Espinosa;60;45;21/08/1983;21/08/2028;4;4(D);D7;Bajo;4;Estafa
PPL 448;6525121946;Gonzalo Julian Torres Rivera;38;30;25/11/2023;25/11/2053;29;4(D);D8;Bajo;4;Amenazas
PPL 449;5135455915;Roberto Pablo Paredes Espinosa;43;8;30/09/2018;30/09/2026;2;4(D);D9;Bajo;4;Amenazas
PPL 450;3407474460;Roberto Cesar Cevallos Rivera;31;15;02/07/2014;02/07/2029;5;4(D);D10;Bajo;4;Estafa
PPL 451;4034396417;Michael Paulo Cuenca Ramirez;39;25;28/08/2006;28/08/2031;7;4(D);D11;Bajo;4;Otros
PPL 452;5604865195;Mario Diego Guerrero Sanchez;58;39;26/04/1988;26/04/2027;3;4(D);D12;Bajo;4;Invasion
PPL 453;1601449884;Pedro Pablo Perero Hidalgo;52;37;10/07/1991;10/07/2028;4;4(D);D13;Bajo;4;Amenazas
PPL 454;5658256162;Roberto Sergio Cevallos Ramirez;45;29;13/09/2001;13/09/2030;6;4(D);D14;Bajo;4;Otros
PPL 455;2991344500;Roberto Antonio Torres Reyes;40;23;22/01/2008;22/01/2031;7;4(D);D15;Bajo;4;Amenazas
PPL 456;3398059011;Gonzalo Antonio Cevallos Reyes;53;38;31/07/1992;31/07/2030;6;4(D);D16;Bajo;4;Otros
PPL 457;2262859034;Fabian Paulo Romero Espinosa;48;23;02/02/2004;02/02/2027;3;4(D);D17;Bajo;4;Amenazas
PPL 458;5721367211;Victor Paulo Perero Sanchez;57;41;10/10/1989;10/10/2030;6;4(D);D18;Bajo;4;Otros
PPL 459;7527588250;Victor Adrian Paredes Gomez;41;24;11/07/2003;11/07/2027;3;4(D);D19;Bajo;4;Invasion
PPL 460;1218429318;Mario Angel Gonzales Sanchez;55;40;09/12/1989;09/12/2029;5;4(D);D20;Bajo;4;Otros
PPL 461;6167012096;Roberto Angel Garcia Gomez;48;20;17/08/2021;17/08/2041;17;4(D);D21;Bajo;4;Invasion
PPL 462;5343493951;Carlos Paulo Cevallos Morales;51;36;14/05/1992;14/05/2028;4;4(D);D22;Bajo;4;Amenazas
PPL 463;9301144382;Pedro Antonio Paredes Roman;49;30;08/01/1996;08/01/2026;2;4(D);D23;Bajo;4;Otros
PPL 464;3811339176;Roberto Adrian Paredes Gomez;43;11;20/10/2022;20/10/2033;9;4(D);D24;Bajo;4;Amenazas
PPL 465;9089543121;Michael Cesar Cuenca Reyes;53;40;24/01/1990;24/01/2030;6;4(D);D25;Bajo;4;Invasion
PPL 466;1785280364;Mario Antonio Paredes Hidalgo;49;27;31/12/1999;31/12/2026;2;4(D);D26;Bajo;4;Invasion
PPL 467;2215997876;Gonzalo Adrian Garcia Hidalgo;50;21;10/09/2007;10/09/2028;4;4(D);D27;Bajo;4;Invasion
PPL 468;8597876549;Roberto Antonio Garcia Sanchez;38;21;04/06/2005;04/06/2026;2;4(D);D28;Bajo;4;Otros
PPL 469;6707081663;Victor Cesar Guerrero Sanchez;27;12;09/06/2019;09/06/2031;7;4(D);D29;Bajo;4;Invasion
PPL 470;3754077817;Mario Antonio Paredes Espinosa;26;21;17/09/2020;17/09/2041;17;4(D);D30;Bajo;4;Amenazas
PPL 471;1956716266;Mario Julian Guerrero Gomez;34;27;23/08/2009;23/08/2036;12;4(D);D31;Bajo;4;Amenazas
PPL 472;9977110329;Gonzalo Sergio Cuenca Rivera;28;17;26/01/2015;26/01/2032;8;4(D);D32;Bajo;4;Invasion
PPL 473;7522222020;Dario Pablo Garcia Roman;37;19;08/06/2009;08/06/2028;4;4(D);D33;Bajo;4;Otros
PPL 474;9689283836;Roberto Sergio Romero Hidalgo;56;40;23/05/1990;23/05/2030;6;4(D);D34;Bajo;4;Estafa
PPL 475;3706719445;Pedro Antonio Cuenca Hidalgo;44;29;17/03/1999;17/03/2028;4;4(D);D35;Bajo;4;Amenazas
PPL 476;6192410589;Dario Paulo Torres Sanchez;31;11;25/01/2014;25/01/2025;1;4(D);D36;Bajo;4;Otros
PPL 477;5316384709;Gonzalo Paulo Paredes Hidalgo;56;36;23/12/1990;23/12/2026;2;4(D);D37;Bajo;4;Estafa
PPL 478;4606722177;Mario Antonio Garcia Morales;54;34;30/03/1992;30/03/2026;2;4(D);D38;Bajo;4;Invasion
PPL 479;4645491238;Gonzalo Diego Guerrero Sanchez;50;13;30/09/2015;30/09/2028;4;4(D);D39;Bajo;4;Amenazas
PPL 480;7527149489;Roberto Antonio Garcia Rivera;31;22;09/08/2013;09/08/2035;11;4(D);D40;Bajo;4;Amenazas
PPL 481;7318614784;Dario Sergio Paredes Roman;50;23;09/09/2011;09/09/2034;10;4(D);D41;Bajo;4;Otros
PPL 482;6934168676;Roberto Diego Cuenca Espinosa;41;25;17/02/2002;17/02/2027;3;4(D);D42;Bajo;4;Estafa
PPL 483;3835337726;Michael Antonio Romero Sanchez;22;9;11/07/2021;11/07/2030;6;4(D);D43;Bajo;4;Amenazas
PPL 484;1803695185;Mario Adrian Paredes Roman;48;28;03/01/2011;03/01/2039;15;4(D);D44;Bajo;4;Amenazas
PPL 485;9304718917;Pedro Pablo Paredes Sanchez;39;24;21/09/2005;21/09/2029;5;4(D);D45;Bajo;4;Otros
PPL 486;9803818172;Dario Paulo Guerrero Ramirez;49;11;04/11/2018;04/11/2029;5;4(D);D46;Bajo;4;Amenazas
PPL 487;2482096991;Michael Adrian Gonzales Rivera;50;9;04/10/2017;04/10/2026;2;4(D);D47;Bajo;4;Amenazas
PPL 488;6598120625;Michael Sergio Guerrero Reyes;65;48;22/06/1980;22/06/2028;4;4(D);D48;Bajo;4;Invasion
PPL 489;9306258532;Mario Cesar Cuenca Ramirez;47;19;23/02/2010;23/02/2029;5;4(D);D49;Bajo;4;Amenazas
PPL 490;5913414379;Roberto Antonio Garcia Rivera;36;23;17/05/2007;17/05/2030;6;4(D);D50;Bajo;4;Amenazas
PPL 491;2771135327;Victor Antonio Garcia Roman;45;19;17/09/2011;17/09/2030;6;4(D);D51;Bajo;4;Otros
PPL 492;6464173714;Pedro Paulo Gonzales Rivera;35;21;12/10/2008;12/10/2029;5;4(D);D52;Bajo;4;Amenazas
PPL 493;9708985570;Carlos Diego Guerrero Rivera;28;30;30/07/2018;30/07/2048;24;4(D);D53;Bajo;4;Estafa
PPL 494;7998231515;Mario Julian Garcia Gomez;32;28;27/09/2024;27/09/2052;28;4(D);D54;Bajo;4;Amenazas
PPL 495;5739393603;Gonzalo Pablo Cevallos Ramirez;49;33;08/11/1996;08/11/2029;5;4(D);D55;Bajo;4;Estafa
PPL 496;8197674763;Fabian Cesar Gonzales Gomez;26;18;15/03/2018;15/03/2036;12;4(D);D56;Bajo;4;Estafa
PPL 497;4818445679;Michael Pablo Cuenca Morales;45;26;16/01/1999;16/01/2025;1;4(D);D57;Bajo;4;Amenazas
PPL 498;6243624106;Pedro Antonio Perero Sanchez;53;36;19/01/1990;19/01/2026;2;4(D);D58;Bajo;4;Invasion
PPL 499;1881451934;Roberto Julian Garcia Espinosa;40;24;03/11/2006;03/11/2030;6;4(D);D59;Bajo;4;Estafa
PPL 500;7929934798;Michael Cesar Cuenca Espinosa;36;7;28/03/2018;28/03/2025;1;4(D);D60;Bajo;4;Estafa
PPL 501;7283727882;Roberto Pablo Gonzales Gomez;31;8;09/04/2022;09/04/2030;6;4(D);D61;Bajo;4;Amenazas
PPL 502;4443070972;Victor Paulo Paredes Reyes;50;33;18/11/1994;18/11/2027;3;4(D);D62;Bajo;4;Otros
PPL 503;4505391721;Mario Paulo Paredes Gomez;43;14;16/06/2013;16/06/2027;3;4(D);D63;Bajo;4;Invasion
PPL 504;8474445286;Carlos Sergio Romero Rivera;27;5;03/01/2020;03/01/2025;1;4(D);D64;Bajo;4;Estafa
PPL 505;6842561311;Michael Sergio Cevallos Roman;44;5;25/03/2023;25/03/2028;4;4(D);D65;Bajo;4;Otros
PPL 506;8652542112;Gonzalo Cesar Cevallos Reyes;36;18;11/08/2009;11/08/2027;3;4(D);D66;Bajo;4;Amenazas
PPL 507;6907038562;Roberto Sergio Cevallos Ramirez;36;26;22/09/2015;22/09/2041;17;4(D);D67;Bajo;4;Amenazas
PPL 508;2351515444;Pedro Angel Cevallos Gomez;61;47;07/05/1982;07/05/2029;5;4(D);D68;Bajo;4;Estafa
PPL 509;9386373206;Fabian Paulo Paredes Rivera;39;24;20/09/2005;20/09/2029;5;4(D);D69;Bajo;4;Estafa
PPL 510;6529751676;Mario Sergio Cuenca Sanchez;35;10;30/02/2016;30/02/2026;2;4(D);D70;Bajo;4;Amenazas
PPL 511;7988479416;Pedro Pablo Torres Espinosa;50;32;29/09/1995;29/09/2027;3;4(D);D71;Bajo;4;Amenazas
PPL 512;9360636032;Gonzalo Adrian Perero Morales;49;32;13/09/1994;13/09/2026;2;4(D);D72;Bajo;4;Estafa
PPL 513;9261494409;Dario Cesar Torres Rivera;38;21;17/06/2005;17/06/2026;2;4(D);D73;Bajo;4;Estafa
PPL 514;4828999475;Michael Julian Perero Hidalgo;49;31;18/12/1997;18/12/2028;4;4(D);D74;Bajo;4;Estafa
PPL 515;9913933116;Mario Pablo Paredes Sanchez;56;39;09/10/1987;09/10/2026;2;4(D);D75;Bajo;4;Invasion
PPL 516;7538098675;Fabian Adrian Perero Hidalgo;37;6;30/10/2022;30/10/2028;4;4(D);D76;Bajo;4;Invasion
PPL 517;2258910208;Dario Sergio Romero Morales;41;15;04/04/2020;04/04/2035;11;4(D);D77;Bajo;4;Invasion
PPL 518;5560029064;Fabian Sergio Romero Morales;37;19;25/03/2008;25/03/2027;3;4(D);D78;Bajo;4;Otros
PPL 519;1779242338;Pedro Diego Guerrero Espinosa;39;25;03/05/2004;03/05/2029;5;4(D);D79;Bajo;4;Invasion
PPL 520;4047684786;Pedro Antonio Romero Reyes;51;36;08/12/1992;08/12/2028;4;4(D);D80;Bajo;4;Invasion
PPL 521;4838169012;Fabian Angel Paredes Roman;38;19;04/05/2008;04/05/2027;3;4(D);D81;Bajo;4;Otros
PPL 522;1799551939;Mario Sergio Paredes Espinosa;50;33;21/01/1996;21/01/2029;5;4(D);D82;Bajo;4;Amenazas
PPL 523;8589681473;Pedro Julian Gonzales Roman;44;27;12/08/1999;12/08/2026;2;4(D);D83;Bajo;4;Amenazas
PPL 524;8256559609;Roberto Paulo Garcia Roman;40;26;22/01/2003;22/01/2029;5;4(D);D84;Bajo;4;Amenazas
PPL 525;2325950133;Gonzalo Adrian Cuenca Hidalgo;49;32;18/03/1997;18/03/2029;5;4(D);D85;Bajo;4;Amenazas
PPL 526;4308337562;Roberto Antonio Guerrero Espinosa;20;24;16/04/2023;16/04/2047;23;4(D);D86;Bajo;4;Estafa
PPL 527;7780222251;Carlos Julian Perero Roman;64;45;30/07/1981;30/07/2026;2;4(D);D87;Bajo;4;Otros
PPL 528;4874128455;Victor Adrian Guerrero Hidalgo;56;43;18/02/1987;18/02/2030;6;4(D);D88;Bajo;4;Invasion
PPL 529;3376560161;Roberto Pablo Gonzales Sanchez;50;34;09/03/1993;09/03/2027;3;4(D);D89;Bajo;4;Amenazas
PPL 530;4246226264;Mario Angel Cevallos Morales;43;24;08/05/2003;08/05/2027;3;4(D);D90;Bajo;4;Invasion
PPL 531;4314939255;Victor Sergio Romero Gomez;65;48;13/01/1981;13/01/2029;5;4(D);D1;Bajo;4;Amenazas
PPL 532;9268246646;Roberto Diego Cevallos Gomez;54;39;03/08/1990;03/08/2029;5;4(D);D2;Bajo;4;Otros
PPL 533;1797693326;Mario Angel Gonzales Sanchez;49;18;08/02/2008;08/02/2026;2;4(D);D3;Bajo;4;Estafa
PPL 534;4776329578;Gonzalo Cesar Paredes Sanchez;41;15;16/01/2013;16/01/2028;4;4(D);D4;Bajo;4;Otros
PPL 535;8031378766;Mario Julian Romero Roman;55;41;01/01/1989;01/01/2030;6;4(D);D5;Bajo;4;Invasion
PPL 536;10007565464;Michael Paulo Cuenca Roman;58;45;26/03/1985;26/03/2030;6;4(D);D6;Bajo;4;Invasion
PPL 537;9510918854;Dario Julian Cevallos Espinosa;62;45;20/08/1983;20/08/2028;4;4(D);D7;Bajo;4;Estafa
PPL 538;4320888379;Victor Cesar Garcia Hidalgo;37;30;16/12/2008;16/12/2038;14;4(D);D8;Bajo;4;Amenazas
PPL 539;1538020155;Dario Paulo Garcia Hidalgo;45;30;26/01/1998;26/01/2028;4;4(D);D9;Bajo;4;Amenazas
PPL 540;2378990278;Michael Diego Guerrero Espinosa;24;8;08/07/2019;08/07/2027;3;4(D);D10;Bajo;4;Estafa
PPL 541;2299259037;Gonzalo Sergio Gonzales Roman;43;27;15/06/2002;15/06/2029;5;4(D);D11;Bajo;4;Amenazas
PPL 542;5698649955;Pedro Pablo Torres Reyes;43;26;13/11/2000;13/11/2026;2;4(D);D12;Bajo;4;Otros
PPL 543;7244219141;Roberto Angel Gonzales Roman;43;27;12/04/2001;12/04/2028;4;4(D);D13;Bajo;4;Estafa
PPL 544;3527078204;Roberto Pablo Cuenca Rivera;44;30;05/05/2006;05/05/2036;12;4(D);D14;Bajo;4;Estafa
PPL 545;9683742190;Fabian Diego Garcia Espinosa;58;44;28/03/1985;28/03/2029;5;4(D);D15;Bajo;4;Estafa
PPL 546;1481079432;Dario Adrian Paredes Espinosa;44;15;09/05/2014;09/05/2029;5;4(D);D16;Bajo;4;Invasion
PPL 547;3946794227;Pedro Antonio Cevallos Sanchez;47;30;04/12/1999;04/12/2029;5;4(D);D17;Bajo;4;Otros
PPL 548;5185016299;Victor Adrian Gonzales Gomez;58;45;05/01/1985;05/01/2030;6;4(D);D18;Bajo;4;Estafa
PPL 549;5877462119;Mario Paulo Cuenca Espinosa;48;33;18/03/1996;18/03/2029;5;4(D);D19;Bajo;4;Amenazas
PPL 550;5290760224;Pedro Antonio Guerrero Sanchez;23;6;02/05/2023;02/05/2029;5;4(D);D20;Bajo;4;Estafa
PPL 551;4283522404;Pedro Angel Paredes Rivera;48;27;03/02/2001;03/02/2028;4;4(D);D21;Bajo;4;Amenazas
PPL 552;2422413121;Fabian Paulo Cuenca Sanchez;47;30;20/03/1996;20/03/2026;2;4(D);D22;Bajo;4;Amenazas
PPL 553;8853462424;Carlos Sergio Romero Rivera;50;36;31/04/1993;31/04/2029;5;4(D);D23;Bajo;4;Amenazas
PPL 554;2793725171;Carlos Paulo Garcia Sanchez;32;29;15/10/2011;15/10/2040;16;4(D);D24;Bajo;4;Otros
PPL 555;2931992127;Dario Antonio Gonzales Reyes;40;21;28/06/2006;28/06/2027;3;4(D);D25;Bajo;4;Amenazas
PPL 556;4824978778;Fabian Angel Gonzales Gomez;53;40;18/12/1990;18/12/2030;6;4(D);D26;Bajo;4;Estafa
PPL 557;3930431163;Victor Adrian Garcia Sanchez;44;27;13/06/1999;13/06/2026;2;4(D);D27;Bajo;4;Estafa
PPL 558;4737688421;Victor Julian Torres Rivera;25;7;13/09/2019;13/09/2026;2;4(D);D28;Bajo;4;Otros
PPL 559;3244340423;Roberto Julian Guerrero Ramirez;40;12;21/06/2016;21/06/2028;4;4(D);D29;Bajo;4;Invasion
PPL 560;1841611966;Fabian Sergio Cuenca Morales;56;41;13/01/1987;13/01/2028;4;4(D);D30;Bajo;4;Estafa
PPL 561;4307881212;Carlos Paulo Cevallos Hidalgo;39;30;27/06/2015;27/06/2045;21;4(D);D31;Bajo;4;Amenazas
PPL 562;8208782510;Michael Paulo Paredes Morales;47;28;01/10/1997;01/10/2025;1;4(D);D32;Bajo;4;Otros
PPL 563;7899010848;Michael Antonio Perero Morales;45;29;19/05/1999;19/05/2028;4;4(D);D33;Bajo;4;Invasion
PPL 564;9465715189;Pedro Antonio Cuenca Reyes;62;46;25/12/1983;25/12/2029;5;4(D);D34;Bajo;4;Invasion
PPL 565;4607474550;Roberto Pablo Paredes Rivera;46;29;10/01/2017;10/01/2046;22;4(D);D35;Bajo;4;Amenazas
PPL 566;7915428707;Mario Diego Paredes Reyes;50;31;07/11/1996;07/11/2027;3;4(D);D36;Bajo;4;Amenazas
PPL 567;5558293299;Pedro Antonio Torres Ramirez;66;49;18/08/1980;18/08/2029;5;4(D);D37;Bajo;4;Estafa
PPL 568;3295068954;Michael Cesar Cuenca Sanchez;50;34;26/05/1994;26/05/2028;4;4(D);D38;Bajo;4;Amenazas
PPL 569;9210193075;Pedro Pablo Torres Espinosa;42;25;02/04/2024;02/04/2049;25;4(D);D39;Bajo;4;Invasion
PPL 570;3329568307;Roberto Pablo Paredes Ramirez;53;37;28/08/1991;28/08/2028;4;4(D);D40;Bajo;4;Amenazas
PPL 571;5801074885;Fabian Antonio Gonzales Reyes;52;35;13/02/1991;13/02/2026;2;4(D);D41;Bajo;4;Amenazas
PPL 572;4795682728;Roberto Adrian Gonzales Ramirez;28;8;01/12/2018;01/12/2026;2;4(D);D42;Bajo;4;Amenazas
PPL 573;4069917639;Fabian Antonio Romero Sanchez;50;33;25/01/1993;25/01/2026;2;4(D);D43;Bajo;4;Estafa
PPL 574;3832536847;Mario Diego Paredes Gomez;54;35;21/02/1992;21/02/2027;3;4(D);D44;Bajo;4;Amenazas
PPL 575;5654862516;Roberto Angel Romero Hidalgo;62;45;06/09/1981;06/09/2026;2;4(D);D45;Bajo;4;Otros
PPL 576;4179269803;Carlos Paulo Garcia Morales;26;8;14/12/2019;14/12/2027;3;4(D);D46;Bajo;4;Otros
PPL 577;4237813434;Michael Adrian Romero Gomez;59;46;04/08/1984;04/08/2030;6;4(D);D47;Bajo;4;Invasion
PPL 578;9237057054;Michael Julian Paredes Espinosa;53;35;03/05/1991;03/05/2026;2;4(D);D48;Bajo;4;Estafa
PPL 579;7569547376;Pedro Julian Torres Hidalgo;30;16;22/01/2013;22/01/2029;5;4(D);D49;Bajo;4;Otros
PPL 580;9241066283;Dario Antonio Paredes Gomez;38;21;16/08/2005;16/08/2026;2;4(D);D50;Bajo;4;Invasion
PPL 581;5232748276;Carlos Julian Perero Morales;50;33;12/03/1993;12/03/2026;2;4(D);D51;Bajo;4;Estafa
PPL 582;8375034889;Roberto Paulo Romero Roman;33;27;18/10/2012;18/10/2039;15;4(D);D52;Bajo;4;Amenazas
PPL 583;3693018014;Victor Adrian Romero Espinosa;48;31;15/12/1996;15/12/2027;3;4(D);D53;Bajo;4;Amenazas
PPL 584;7187177494;Dario Antonio Paredes Rivera;36;20;06/03/2007;06/03/2027;3;4(D);D54;Bajo;4;Otros
PPL 585;2026416681;Roberto Paulo Guerrero Roman;55;37;22/09/1989;22/09/2026;2;4(D);D55;Bajo;4;Estafa
PPL 586;4657120172;Pedro Antonio Romero Reyes;45;26;18/03/2001;18/03/2027;3;4(D);D56;Bajo;4;Otros
PPL 587;5747088809;Fabian Cesar Cevallos Roman;57;42;21/08/1988;21/08/2030;6;4(D);D57;Bajo;4;Estafa
PPL 588;7159987386;Fabian Angel Torres Sanchez;63;45;09/07/1981;09/07/2026;2;4(D);D58;Bajo;4;Estafa
PPL 589;7398482926;Pedro Angel Romero Morales;27;10;14/12/2016;14/12/2026;2;4(D);D59;Bajo;4;Otros
PPL 590;7680682007;Carlos Sergio Cevallos Hidalgo;38;21;23/11/2005;23/11/2026;2;4(D);D60;Bajo;4;Otros
PPL 591;3826743018;Gonzalo Antonio Paredes Gomez;28;16;05/06/2019;05/06/2035;11;4(D);D61;Bajo;4;Invasion
PPL 592;9057498892;Roberto Julian Romero Espinosa;51;35;06/06/1993;06/06/2028;4;4(D);D62;Bajo;4;Invasion
PPL 593;3666367913;Dario Paulo Guerrero Reyes;26;28;17/12/2020;17/12/2048;24;4(D);D63;Bajo;4;Amenazas
PPL 594;4292883708;Roberto Angel Cuenca Ramirez;38;4;23/02/2021;23/02/2025;1;4(D);D64;Bajo;4;Amenazas
PPL 595;10007754791;Mario Julian Paredes Rivera;33;14;24/03/2017;24/03/2031;7;4(D);D65;Bajo;4;Otros
PPL 596;7789015528;Gonzalo Pablo Perero Espinosa;52;37;27/06/1991;27/06/2028;4;4(D);D66;Bajo;4;Estafa
PPL 597;7329360924;Michael Antonio Cevallos Espinosa;65;46;03/01/1981;03/01/2027;3;4(D);D67;Bajo;4;Otros
PPL 598;5867434747;Mario Pablo Cevallos Ramirez;54;34;25/08/1992;25/08/2026;2;4(D);D68;Bajo;4;Estafa
PPL 599;2510352167;Mario Diego Paredes Reyes;53;38;26/12/1991;26/12/2029;5;4(D);D69;Bajo;4;Estafa
PPL 600;9209898091;Fabian Antonio Cuenca Roman;51;34;27/03/1992;27/03/2026;2;4(D);D70;Bajo;4;Invasion
PPL 601;4931144898;Carlos Antonio Paredes Rivera;60;47;30/08/1983;30/08/2030;6;4(D);D71;Bajo;4;Otros
PPL 602;9500797942;Fabian Diego Garcia Sanchez;54;36;11/06/1992;11/06/2028;4;4(D);D72;Bajo;4;Invasion
PPL 603;2888671073;Dario Pablo Cuenca Hidalgo;52;34;31/03/1992;31/03/2026;2;4(D);D73;Bajo;4;Invasion
PPL 604;9198849742;Gonzalo Antonio Guerrero Morales;31;26;09/12/2014;09/12/2040;16;4(D);D74;Bajo;4;Otros
PPL 605;7254540578;Michael Adrian Garcia Reyes;46;26;31/08/2000;31/08/2026;2;4(D);D75;Bajo;4;Estafa
PPL 606;1421373437;Pedro Antonio Torres Hidalgo;29;13;12/04/2014;12/04/2027;3;4(D);D76;Bajo;4;Amenazas
PPL 607;7389198536;Dario Diego Gonzales Sanchez;50;34;12/01/1996;12/01/2030;6;4(D);D77;Bajo;4;Amenazas
PPL 608;6730831227;Roberto Antonio Cevallos Morales;48;30;19/05/1998;19/05/2028;4;4(D);D78;Bajo;4;Otros
PPL 609;2683144822;Carlos Cesar Perero Reyes;46;29;17/09/1997;17/09/2026;2;4(D);D79;Bajo;4;Otros
PPL 610;7009895697;Fabian Antonio Cevallos Sanchez;58;42;04/04/1985;04/04/2027;3;4(D);D80;Bajo;4;Otros
PPL 611;9450788246;Fabian Antonio Garcia Gomez;55;39;05/02/1988;05/02/2027;3;4(D);D81;Bajo;4;Otros
PPL 612;6910782758;Roberto Angel Perero Hidalgo;47;33;06/03/1996;06/03/2029;5;4(D);D82;Bajo;4;Otros
PPL 613;7283552059;Pedro Pablo Torres Roman;57;40;09/02/1986;09/02/2026;2;4(D);D83;Bajo;4;Otros
PPL 614;4868067483;Roberto Angel Paredes Sanchez;43;27;14/02/2002;14/02/2029;5;4(D);D84;Bajo;4;Estafa
PPL 615;1178743239;Dario Pablo Paredes Espinosa;51;32;13/01/1995;13/01/2027;3;4(D);D85;Bajo;4;Amenazas
PPL 616;8234637913;Mario Adrian Garcia Gomez;40;24;31/08/2004;31/08/2028;4;4(D);D86;Bajo;4;Amenazas
PPL 617;5958919847;Victor Julian Romero Sanchez;45;27;06/10/2001;06/10/2028;4;4(D);D87;Bajo;4;Amenazas
PPL 618;2168062569;Carlos Angel Torres Sanchez;34;18;03/07/2019;03/07/2037;13;4(D);D88;Bajo;4;Invasion
PPL 619;6058482990;Victor Cesar Cuenca Reyes;40;24;28/03/2003;28/03/2027;3;4(D);D89;Bajo;4;Estafa
PPL 620;6632955219;Victor Antonio Perero Rivera;49;25;12/02/2017;12/02/2042;18;4(D);D90;Bajo;4;Invasion
PPL 621;4754822452;Dario Cesar Gonzales Roman;62;44;15/08/1983;15/08/2027;3;5(E);E1;Bajo;4;Otros
PPL 622;3122677152;Pedro Paulo Cevallos Sanchez;53;38;05/08/1990;05/08/2028;4;5(E);E2;Bajo;4;Amenazas
PPL 623;8211174325;Pedro Antonio Guerrero Roman;47;32;25/09/1998;25/09/2030;6;5(E);E3;Bajo;4;Estafa
PPL 624;6054123435;Gonzalo Pablo Romero Hidalgo;45;27;07/02/1999;07/02/2026;2;5(E);E4;Bajo;4;Otros
PPL 625;2180647961;Fabian Julian Torres Espinosa;47;32;04/06/1997;04/06/2029;5;5(E);E5;Bajo;4;Estafa
